is_valid,issues,metrics,path
True,[],"{'blur_score': 110.06133075464457, 'brightness': 150.76220226287842, 'contrast': 50.99714849365445, 'noise_level': 0.2670151976948072}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_001.png
False,['too_blurry'],"{'blur_score': 32.036346095144836, 'brightness': 108.88829231262207, 'contrast': 33.59813500791208, 'noise_level': 0.4632763587350377}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001103_001.png
True,[],"{'blur_score': 126.20809405956129, 'brightness': 158.98006439208984, 'contrast': 44.83310455891935, 'noise_level': 0.2859621899208363}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_002.png
False,['too_blurry'],"{'blur_score': 47.548774156541185, 'brightness': 87.24479675292969, 'contrast': 58.73851929848808, 'noise_level': 0.4691262475845582}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001102_000.png
True,[],"{'blur_score': 158.2017092254594, 'brightness': 176.89295959472656, 'contrast': 55.03455177626535, 'noise_level': 0.297485776991303}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_008.png
True,[],"{'blur_score': 60.467949859331384, 'brightness': 125.68818092346191, 'contrast': 69.75619324676846, 'noise_level': 0.5404950515401991}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_010.png
True,[],"{'blur_score': 135.96634489891215, 'brightness': 108.03681087493896, 'contrast': 48.853527280432324, 'noise_level': 0.3426411752151037}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_019.png
True,[],"{'blur_score': 60.882890431235865, 'brightness': 115.44103336334229, 'contrast': 65.0999979510937, 'noise_level': 0.5842977217144234}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001103_003.png
False,['too_blurry'],"{'blur_score': 30.807741951618482, 'brightness': 105.65259647369385, 'contrast': 37.91652009078757, 'noise_level': 0.46764832619390645}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001103_000.png
True,[],"{'blur_score': 85.4617912563032, 'brightness': 119.84554195404053, 'contrast': 69.624577141376, 'noise_level': 0.5863292136611408}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_013.png
True,[],"{'blur_score': 190.57120859520725, 'brightness': 144.10791397094727, 'contrast': 66.18739985159765, 'noise_level': 0.3461783870738938}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_021.png
False,['too_blurry'],"{'blur_score': 25.919433465008296, 'brightness': 157.58373641967773, 'contrast': 51.371093337938625, 'noise_level': 0.32433694880092245}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_007.png
False,['too_blurry'],"{'blur_score': 48.842891186111046, 'brightness': 129.77295589447021, 'contrast': 71.14901164453879, 'noise_level': 0.5817264584776696}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_016.png
True,[],"{'blur_score': 340.8124591104698, 'brightness': 166.03268814086914, 'contrast': 47.85470680419291, 'noise_level': 0.25841705502250756}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_015.png
True,[],"{'blur_score': 69.85066814691424, 'brightness': 116.25930118560791, 'contrast': 73.25001547872196, 'noise_level': 0.5574359504685787}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_014.png
False,['too_blurry'],"{'blur_score': 23.886260309776844, 'brightness': 167.9962215423584, 'contrast': 43.39239128047907, 'noise_level': 0.3616301652073083}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_006.png
True,[],"{'blur_score': 245.4706388728773, 'brightness': 111.78560733795166, 'contrast': 54.03371673150221, 'noise_level': 0.3742082961875054}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_012.png
True,[],"{'blur_score': 303.16842164202365, 'brightness': 131.38512706756592, 'contrast': 69.58266814813999, 'noise_level': 0.45951955855595855}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_022.png
True,[],"{'blur_score': 113.65223916790907, 'brightness': 150.39925479888916, 'contrast': 57.57583655336984, 'noise_level': 0.2879430845587803}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_004.png
True,[],"{'blur_score': 96.01528710079947, 'brightness': 136.27849006652832, 'contrast': 38.38557385187181, 'noise_level': 0.4098849985748603}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_005.png
True,[],"{'blur_score': 130.16248361393446, 'brightness': 104.81688785552979, 'contrast': 48.4556507797957, 'noise_level': 0.33441361283196214}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_020.png
True,[],"{'blur_score': 87.97629948747542, 'brightness': 148.1836757659912, 'contrast': 59.74077565654495, 'noise_level': 0.34768130713488826}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_003.png
True,[],"{'blur_score': 176.59287718846463, 'brightness': 119.25147914886475, 'contrast': 39.52777573113068, 'noise_level': 0.2940947573566762}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_011.png
True,[],"{'blur_score': 132.46967706604846, 'brightness': 160.9673376083374, 'contrast': 60.530501143674314, 'noise_level': 0.3207731383568878}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_000.png
True,[],"{'blur_score': 259.3150303097791, 'brightness': 130.5089282989502, 'contrast': 61.364428854169766, 'noise_level': 0.5562210150899306}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_018.png
True,[],"{'blur_score': 272.9561204497714, 'brightness': 115.775146484375, 'contrast': 64.7932470445273, 'noise_level': 0.5848114943873036}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_017.png
True,[],"{'blur_score': 75.12303473324462, 'brightness': 127.54882907867432, 'contrast': 61.69811059280248, 'noise_level': 0.5708780354958146}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001103_002.png
True,[],"{'blur_score': 109.00212220362164, 'brightness': 128.37052822113037, 'contrast': 70.9022338105157, 'noise_level': 0.5819260478616846}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001101_009.png
True,[],"{'blur_score': 74.49262299722977, 'brightness': 126.61606121063232, 'contrast': 67.49662373517236, 'noise_level': 0.6193520572049301}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_007.png
True,[],"{'blur_score': 194.44044643846786, 'brightness': 110.23920345306396, 'contrast': 53.00666944602802, 'noise_level': 0.43492866652403156}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001106_001.png
True,[],"{'blur_score': 70.3362812994155, 'brightness': 122.68979740142822, 'contrast': 79.86727098426785, 'noise_level': 0.21851957713451572}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_011.png
False,['too_blurry'],"{'blur_score': 41.41047692120992, 'brightness': 109.75378894805908, 'contrast': 34.18746580643857, 'noise_level': 0.4674861348207239}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001108_000.png
True,[],"{'blur_score': 61.582036991079804, 'brightness': 118.55379962921143, 'contrast': 72.3118154020323, 'noise_level': 0.5656465137558875}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_016.png
True,[],"{'blur_score': 130.3290312674617, 'brightness': 121.70298671722412, 'contrast': 50.83154031058966, 'noise_level': 0.2975013761615968}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_006.png
True,[],"{'blur_score': 204.0057659947779, 'brightness': 105.5598554611206, 'contrast': 58.724408320516744, 'noise_level': 0.3196709969788253}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_018.png
True,[],"{'blur_score': 144.48930891975397, 'brightness': 163.07357692718506, 'contrast': 69.19959004166674, 'noise_level': 0.30809821252512437}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_007.png
True,[],"{'blur_score': 169.9719945114831, 'brightness': 104.08058452606201, 'contrast': 62.421408271720544, 'noise_level': 0.39636691758978315}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_017.png
True,[],"{'blur_score': 57.83718115334341, 'brightness': 125.82684803009033, 'contrast': 70.56791111466414, 'noise_level': 0.5542831181649758}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_022.png
True,[],"{'blur_score': 54.23733149073087, 'brightness': 112.37813663482666, 'contrast': 69.59260854780108, 'noise_level': 0.5067632457054949}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_021.png
True,[],"{'blur_score': 179.9838550377026, 'brightness': 111.27822399139404, 'contrast': 50.56869284269547, 'noise_level': 0.3827216433700031}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_010.png
True,[],"{'blur_score': 87.89003972111703, 'brightness': 117.78980445861816, 'contrast': 69.9678448095307, 'noise_level': 0.5814858712742929}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001106_000.png
True,[],"{'blur_score': 205.11535524291682, 'brightness': 182.94426918029785, 'contrast': 49.99099269990791, 'noise_level': 0.32205627010823046}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_002.png
False,['too_blurry'],"{'blur_score': 36.97946353336738, 'brightness': 188.45584392547607, 'contrast': 48.83818880204778, 'noise_level': 0.3178926915653373}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001105_000.png
True,[],"{'blur_score': 55.16528066453975, 'brightness': 122.93520450592041, 'contrast': 68.11453892313935, 'noise_level': 0.5531705773400507}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_019.png
True,[],"{'blur_score': 130.5541064865235, 'brightness': 120.13392639160156, 'contrast': 53.896718990568594, 'noise_level': 0.3277637665314798}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_005.png
True,[],"{'blur_score': 141.83341733024128, 'brightness': 127.16409206390381, 'contrast': 42.188632377145744, 'noise_level': 0.3394663440815993}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_009.png
True,[],"{'blur_score': 182.23581689537605, 'brightness': 114.9263391494751, 'contrast': 58.119665721547406, 'noise_level': 0.3463843761175165}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_013.png
True,[],"{'blur_score': 72.59724969323725, 'brightness': 138.9546022415161, 'contrast': 64.59654973097916, 'noise_level': 0.6159058405061869}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_004.png
True,[],"{'blur_score': 68.52989656735636, 'brightness': 124.97758674621582, 'contrast': 65.482557414841, 'noise_level': 0.5935816279115601}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_010.png
True,[],"{'blur_score': 162.81522213037397, 'brightness': 156.5540256500244, 'contrast': 40.198178825202085, 'noise_level': 0.29420855130407547}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_008.png
True,[],"{'blur_score': 143.9463238813005, 'brightness': 174.36309242248535, 'contrast': 56.011707187601566, 'noise_level': 0.2638489661039006}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_009.png
False,['too_blurry'],"{'blur_score': 33.41048448331185, 'brightness': 110.05499839782715, 'contrast': 31.584272557188335, 'noise_level': 0.4534722802054132}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001108_002.png
True,[],"{'blur_score': 67.64517751466241, 'brightness': 136.12534999847412, 'contrast': 65.3831116373755, 'noise_level': 0.6254309338747884}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_003.png
True,[],"{'blur_score': 61.841186950910924, 'brightness': 114.45273876190186, 'contrast': 69.02172607562511, 'noise_level': 0.5610519581362886}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_012.png
True,[],"{'blur_score': 167.995918228013, 'brightness': 102.0177354812622, 'contrast': 42.74392957333963, 'noise_level': 0.3416748266143419}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001108_003.png
True,[],"{'blur_score': 54.87038210692026, 'brightness': 120.1932258605957, 'contrast': 69.3630672613946, 'noise_level': 0.5319185077190755}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_020.png
False,"['too_blurry', 'low_contrast']","{'blur_score': 40.62601331056794, 'brightness': 107.96709632873535, 'contrast': 27.619041780026098, 'noise_level': 0.5332358376514467}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001108_001.png
False,['too_blurry'],"{'blur_score': 31.588810565312993, 'brightness': 166.59086227416992, 'contrast': 46.23369132493689, 'noise_level': 0.3463467781173213}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001109_000.png
True,[],"{'blur_score': 66.04969181560497, 'brightness': 112.80860805511475, 'contrast': 72.65218497599858, 'noise_level': 0.5715553994674164}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_014.png
True,[],"{'blur_score': 141.58801136910915, 'brightness': 163.83814144134521, 'contrast': 68.69952777525047, 'noise_level': 0.2730904745561362}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_008.png
True,[],"{'blur_score': 64.7986313663423, 'brightness': 122.75351619720459, 'contrast': 70.64369263200433, 'noise_level': 0.6306206578379028}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_015.png
True,[],"{'blur_score': 144.35090258344644, 'brightness': 172.04313945770264, 'contrast': 60.38838718378224, 'noise_level': 0.30768703439533}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001104_006.png
False,['too_blurry'],"{'blur_score': 20.646816093227244, 'brightness': 185.61663341522217, 'contrast': 36.57246453355084, 'noise_level': 0.351084726110005}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_000.png
True,[],"{'blur_score': 63.129817528343665, 'brightness': 136.40446853637695, 'contrast': 64.28440333962628, 'noise_level': 0.6267474638497087}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001108_004.png
True,[],"{'blur_score': 215.780791975194, 'brightness': 186.39099311828613, 'contrast': 45.71310350611059, 'noise_level': 0.3522968616375748}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001107_001.png
True,[],"{'blur_score': 60.247881255191714, 'brightness': 106.69845294952393, 'contrast': 69.38266175262444, 'noise_level': 0.5612395481585392}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001115_002.png
True,[],"{'blur_score': 154.40182827731638, 'brightness': 111.66158199310303, 'contrast': 67.64841882785878, 'noise_level': 0.3223882524503796}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001122_004.png
False,['too_blurry'],"{'blur_score': 23.81246343823932, 'brightness': 156.9430513381958, 'contrast': 45.090823794972735, 'noise_level': 0.2869627367026267}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001110_001.png
True,[],"{'blur_score': 262.8512273036722, 'brightness': 119.15850925445557, 'contrast': 59.623429422348856, 'noise_level': 0.3191092268588874}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001122_009.png
True,[],"{'blur_score': 103.20343828097157, 'brightness': 113.42761325836182, 'contrast': 42.81412189646053, 'noise_level': 0.312858559326435}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001122_008.png
True,[],"{'blur_score': 149.46269742110962, 'brightness': 180.4493818283081, 'contrast': 47.21547710696044, 'noise_level': 0.3206365456221361}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001116_000.png
True,[],"{'blur_score': 156.68478767918586, 'brightness': 165.6517858505249, 'contrast': 56.97488194475426, 'noise_level': 0.3138231080229321}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001115_000.png
True,[],"{'blur_score': 64.07822175134424, 'brightness': 121.64125728607178, 'contrast': 64.83523051437697, 'noise_level': 0.5812608832412098}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001120_002.png
True,[],"{'blur_score': 164.05538200470255, 'brightness': 166.48098373413086, 'contrast': 59.32820650458813, 'noise_level': 0.37855186515686495}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001118_000.png
True,[],"{'blur_score': 226.39812342745984, 'brightness': 161.2203426361084, 'contrast': 43.540341193651095, 'noise_level': 0.2891096225116453}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001122_000.png
True,[],"{'blur_score': 151.20973364863312, 'brightness': 165.97416496276855, 'contrast': 53.856579741553574, 'noise_level': 0.31698833966702505}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001110_004.png
True,[],"{'blur_score': 156.3970944392699, 'brightness': 168.90229034423828, 'contrast': 56.200336836245896, 'noise_level': 0.3357549414878623}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001110_003.png
True,[],"{'blur_score': 72.02225974661997, 'brightness': 117.05393028259277, 'contrast': 60.337897944891715, 'noise_level': 0.6107215162558665}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001120_001.png
False,['too_blurry'],"{'blur_score': 20.64128088951111, 'brightness': 171.90371704101562, 'contrast': 41.34242685004216, 'noise_level': 0.31532282825412267}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001114_000.png
True,[],"{'blur_score': 122.78423627930168, 'brightness': 164.20777225494385, 'contrast': 54.44085322757681, 'noise_level': 0.30146416538429854}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001120_003.png
True,[],"{'blur_score': 190.25450953590052, 'brightness': 115.92918491363525, 'contrast': 54.784384313037314, 'noise_level': 0.3222620591624904}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001122_002.png
